segment,sub_segment_group,organization,sub_segment,location,website,likely_needs,buying_trigger,source_url,verified
"Services, institutions & tenders","NGOs, INGOs, UN agencies, ministries, state corporations and universities (tender buyers)",Institute of Policy Studies of Sri Lanka,Think tank,Colombo,ips.lk,"State of the Economy report, briefs",Annual flagship report,https://www.ips.lk/,yes
"Services, institutions & tenders","NGOs, INGOs, UN agencies, ministries, state corporations and universities (tender buyers)",Advocata Institute,Think tank,Colombo,advocata.org,"Reports, event collateral",Ongoing publications,https://www.advocata.org/about,yes
"Services, institutions & tenders","NGOs, INGOs, UN agencies, ministries, state corporations and universities (tender buyers)",Centre for a Smart Future (CSF),Think tank,Colombo,csf-asia.org,"Reports, briefs",Ongoing publications,https://www.csf-asia.org/,yes
"Services, institutions & tenders","NGOs, INGOs, UN agencies, ministries, state corporations and universities (tender buyers)",Lakshman Kadirgamar Institute (LKI),Think tank,Colombo,—,"Reports, conference collateral",Ongoing publications,https://en.wikipedia.org/wiki/Lakshman_Kadirgamar_Institute_of_International_Relations_and_Strategic_Studies,yes
"Services, institutions & tenders","NGOs, INGOs, UN agencies, ministries, state corporations and universities (tender buyers)",Transparency International Sri Lanka,NGO,Colombo,—,"Reports, awareness posters",Ongoing publications,https://www.transparency.org/en/countries/sri-lanka,yes
"Services, institutions & tenders","Publishers, newspapers, magazines, book publishers, religious organisations, political parties",Wijeya Newspapers Ltd,Newspaper / magazine publisher,Colombo,—,"Magazines (Pulse), supplements, posters","Daily Mirror, Lankadeepa, Ada; ongoing",https://en.wikipedia.org/wiki/Wijeya_Newspapers,yes
"Services, institutions & tenders","Publishers, newspapers, magazines, book publishers, religious organisations, political parties",Upali Newspapers (Pvt) Ltd,Newspaper publisher,Colombo,—,"Supplements, posters, magazines","The Island, Divaina; ongoing",https://en.wikipedia.org/wiki/Upali_Newspapers,yes
"Services, institutions & tenders","Publishers, newspapers, magazines, book publishers, religious organisations, political parties",Associated Newspapers of Ceylon (Lake House),State newspaper publisher,Colombo,lakehouse.lk,"Supplements, books, tender directory","Daily News, Dinamina, Silumina; ongoing",https://en.wikipedia.org/wiki/Daily_News_(Sri_Lanka),yes
"Services, institutions & tenders","Publishers, newspapers, magazines, book publishers, religious organisations, political parties",Sumathi Newspapers,Newspaper publisher,Colombo,—,"Supplements, posters",Lakbima; ongoing,https://en.wikipedia.org/wiki/List_of_newspapers_in_Sri_Lanka,yes
"Services, institutions & tenders","Publishers, newspapers, magazines, book publishers, religious organisations, political parties",Rivira Media Corporation,Newspaper publisher,Colombo,—,"Supplements, posters","Rivira, The Nation; ongoing",https://en.wikipedia.org/wiki/List_of_newspapers_in_Sri_Lanka,yes
"Services, institutions & tenders","Publishers, newspapers, magazines, book publishers, religious organisations, political parties",Ceylon Newspapers (Ceylon Today),Newspaper publisher,Colombo,ceylontoday.lk,"Supplements, posters",Ongoing,https://en.wikipedia.org/wiki/List_of_newspapers_in_Sri_Lanka,yes
"Services, institutions & tenders","Publishers, newspapers, magazines, book publishers, religious organisations, political parties",Leader Publications,Newspaper publisher,Colombo,—,Supplements,Ongoing,https://en.wikipedia.org/wiki/Mass_media_in_Sri_Lanka,yes
"Services, institutions & tenders","Publishers, newspapers, magazines, book publishers, religious organisations, political parties",Uthayan Group,Newspaper publisher,Jaffna,—,"Supplements, posters",Ongoing,https://en.wikipedia.org/wiki/Mass_media_in_Sri_Lanka,yes
"Services, institutions & tenders","Publishers, newspapers, magazines, book publishers, religious organisations, political parties",Media Services (Pvt) Ltd (LMD),Magazine publisher,Colombo,lmd.lk,"Monthly magazine, awards collateral","~5,000 monthly circulation",https://en.wikipedia.org/wiki/LMD_(magazine),yes
"Services, institutions & tenders","Publishers, newspapers, magazines, book publishers, religious organisations, political parties",Echelon Media (Pvt) Ltd,Magazine publisher,Colombo,echelon.lk,"Magazine, event collateral",Ongoing,https://echelon.lk/,yes
"Services, institutions & tenders","Publishers, newspapers, magazines, book publishers, religious organisations, political parties",Hi!! Magazine,Magazine publisher,Colombo,—,Society magazine,Ongoing,https://www.w3newspapers.com/srilanka/magazines/,yes
"Services, institutions & tenders","Publishers, newspapers, magazines, book publishers, religious organisations, political parties",Serendib (SriLankan Airlines inflight magazine),Magazine,Colombo,—,Inflight magazine,Ongoing,https://www.w3newspapers.com/srilanka/magazines/,yes
"Services, institutions & tenders","Publishers, newspapers, magazines, book publishers, religious organisations, political parties",Sarasavi Publishers / Sarasavi Bookshop,Book publisher / retailer,Nugegoda,sarasavi.lk,"Books, catalogues, bags",Largest bookstore chain; CIBF exhibitor,https://en.wikipedia.org/wiki/Sarasavi_Bookshop,yes
"Services, institutions & tenders","Publishers, newspapers, magazines, book publishers, religious organisations, political parties",M.D. Gunasena & Co.,Educational publisher,Colombo,mdgunasena.com,"Textbooks, exercise books",Since 1913; ongoing,https://booxworm.lk/blogs/books/book-publishers-sri-lanka-list,yes
"Services, institutions & tenders","Publishers, newspapers, magazines, book publishers, religious organisations, political parties",Vijitha Yapa Publications,Book publisher / retailer,Colombo,vijithayapa.com,"Books, catalogues, bags",Largest English bookstore chain,https://www.vijithayapa.com/,yes
"Services, institutions & tenders","Publishers, newspapers, magazines, book publishers, religious organisations, political parties",Godage International Publishers,Book publisher,Colombo,—,"Sinhala books, posters",Publishes many titles yearly,https://en.wikipedia.org/wiki/Sirisumana_Godage,yes
"Services, institutions & tenders","Publishers, newspapers, magazines, book publishers, religious organisations, political parties",Sooriya Publishers,Book publisher,Colombo,—,Books,CIBF leadership member,https://cibf.lk/,yes
"Services, institutions & tenders","Publishers, newspapers, magazines, book publishers, religious organisations, political parties",S & T Group (publishers),Book publisher,Colombo,—,Books,CIBF leadership member,https://cibf.lk/,yes
"Services, institutions & tenders","Publishers, newspapers, magazines, book publishers, religious organisations, political parties",Umagiliya Prathiba Publishers,Book publisher,Colombo,—,Books,CIBF leadership member,https://cibf.lk/,yes
"Services, institutions & tenders","Publishers, newspapers, magazines, book publishers, religious organisations, political parties",Susara Publishers,Book publisher,Colombo,—,Books,CIBF leadership member,https://cibf.lk/,yes
"Services, institutions & tenders","Publishers, newspapers, magazines, book publishers, religious organisations, political parties",Ashirwada Publishers,Book publisher,Colombo,—,Books,CIBF leadership member,https://cibf.lk/,yes
"Services, institutions & tenders","Publishers, newspapers, magazines, book publishers, religious organisations, political parties",Malpiyali Publishers,Book publisher,Colombo,—,Books,Exhibiting at CIBF 2026,https://www.facebook.com/malpiyalipublisher/posts/colombo-international-book-fair-2026colombointernationalbookfair-bmich-malpiyali/1702149941635158/,yes
"Services, institutions & tenders","Publishers, newspapers, magazines, book publishers, religious organisations, political parties",Fast Publishers,Book publisher,Colombo,—,Books,Listed among renowned houses,https://booxworm.lk/blogs/books/book-publishers-sri-lanka-list,yes
"Services, institutions & tenders","Publishers, newspapers, magazines, book publishers, religious organisations, political parties",Vidarshana Publishers,Book publisher,Colombo,—,Books,Listed among renowned houses,https://booxworm.lk/blogs/books/book-publishers-sri-lanka-list,yes
"Services, institutions & tenders","Publishers, newspapers, magazines, book publishers, religious organisations, political parties",Social Scientists' Association,Academic publisher,Colombo,—,"Books, journals",Listed among renowned houses,https://booxworm.lk/blogs/books/book-publishers-sri-lanka-list,yes
"Services, institutions & tenders","Publishers, newspapers, magazines, book publishers, religious organisations, political parties",Sri Lanka Book Publishers' Association,Trade association,Colombo,cibf.lk,"Fair guides, banners, member books",CIBF 2026 at BMICH (Sept 2026); 155+ members,https://adaderana.lk/news/cmuge7i7w0003356p65vn7nbf,yes
"Services, institutions & tenders","Publishers, newspapers, magazines, book publishers, religious organisations, political parties",Buddhist Publication Society,Religious publisher,Kandy,bps.lk,"Books, booklets, newsletters","3,000 subscriber members in 80 countries",https://www.bps.lk/,yes
"Services, institutions & tenders","Publishers, newspapers, magazines, book publishers, religious organisations, political parties",Ceylon Bible Society,Religious publisher,Colombo,—,"Scriptures, booklets",unverified this session,—,verify
"Services, institutions & tenders","Publishers, newspapers, magazines, book publishers, religious organisations, political parties",National People's Power (NPP),Political party,Colombo,—,"Posters, leaflets, banners",Provincial Council polls pending (decision by Dec 2026),https://www.lankanewspapers.com/2026/07/19/election-commission-hands-back-provincial-council-election-funds-amid-ongoing-delays,yes
"Services, institutions & tenders","Publishers, newspapers, magazines, book publishers, religious organisations, political parties",Samagi Jana Balawegaya (SJB),Political party,Colombo,—,"Posters, leaflets, banners",Provincial Council polls pending,https://mawratanews.lk/news/provincial-council-elections-face-further-delay-as-parliament-extends-committee-term/,yes
"Services, institutions & tenders","Publishers, newspapers, magazines, book publishers, religious organisations, political parties",United National Party (UNP),Political party,Colombo,—,"Posters, leaflets, banners",Provincial Council polls pending,https://en.wikipedia.org/wiki/2025_Sri_Lankan_local_elections,yes
"Services, institutions & tenders","Publishers, newspapers, magazines, book publishers, religious organisations, political parties",Sri Lanka Podujana Peramuna (SLPP),Political party,Colombo,—,"Posters, leaflets, banners",Provincial Council polls pending,https://en.wikipedia.org/wiki/2025_Sri_Lankan_local_elections,yes
"Retail, e-commerce & SMEs","Supermarket and retail chains, pharmacies, department stores, electronics retailers",Keells (John Keells Holdings),Supermarket chain,Colombo,keellssuper.com,"Private-label cartons/labels, shelf talkers, weekly flyers, paper bags, POS displays",135+ outlets as of 2024; continuous outlet refits and promotions,https://en.wikipedia.org/wiki/Keells,yes
